id,nodename,nodeclass,propertytext
"baike/R1160","楚雄彝族自治州","自治州","楚雄彝族自治州是云南省下辖的自治州，地处云南省中部，东与昆明市交界，南与普洱市、玉溪市毗邻，西与大理白族自治州接壤，北与四川省攀枝花市相连，通达四川。下辖1市9县，总面积为2.9万平方千米，州人民政府驻楚雄市，距昆明市160千米。2013年，楚雄州已形成卷烟、医药、冶金、食品、建材、煤炭、电力、机械、纺织、化工、旅游服务等门类齐全的行业，烟草、冶金化工、绿色食品、文化旅游、生物医药、新能源新材料为楚雄州六大重点产业。2017年，楚雄全州常住人口274.40万人，实现地区生产总值（GDP）937.37亿元。"
"baike/R1161","大理市","县级市","大理市，是大理白族自治州的地级行政区首府，地处云南省西部，云贵高原上的洱海平原，苍山之麓，洱海之滨，是古代南诏国和大理国的都城，作为古代云南地区的政治、经济和文化中心，时间长达五百余年。1982年，大理被中国政府列为第一批24个国家历史文化名城之一。大理市为中国首批十大魅力城市之首，是以白族为主体的少数民族聚居区，幅员面积1468平方千米，全市人口61万人，其中白族占65%。下辖10个镇，1个民族乡，共有20个居委会、109个行政村。大理市人民政府驻下关镇。名胜古迹有巍山风景区、太和城遗址等。大理被列为第一批国家新型城镇化综合试点地区。2018年11月，荣登“2018中国幸福百县榜”。2018年10月22日，入选2018年全国农村一二三产业融合发展先导区创建名单。2019中国西部百强县市。"
"baike/R1162","大理白族自治州","自治州","大理白族自治州地处云南省中部偏西，海拔2090米，东邻楚雄州，南靠普洱市、临沧市，西与保山市、怒江州相连，北接丽江市。地跨东经98°52′～101°03′，北纬24°41′～26°42′之间，东巡洱海，西及点苍山脉，辖大理市和祥云、弥渡、宾川、永平、云龙、洱源、鹤庆、剑川8个县以及漾濞、巍山、南涧3个少数民族自治县，是中国西南边疆开发较早的地区之一。地处低纬高原，四季温差不大，干湿季分明，以低纬高原季风气候为主，境内以蝴蝶泉、苍山、洱海、大理古城、崇圣寺三塔等景点最有代表性。"
"baike/R1163","芒市","市","芒市，傣语称“勐焕”，是中华人民共和国云南省德宏傣族景颇族自治州首府；位于东经98°05′-98°44′，北纬24°05′-24°39′之间，东西长约71公里，南北宽约62公里，总面积2987平方公里，东、东北接龙陵县，西南连瑞丽市，西、西北与梁河县、陇川县隔龙川江相望，南与缅甸联邦共和国交界，国境线长68.3公里；是通往瑞丽、陇川、盈江、梁河的交通枢纽，也是中国通往南亚、东南亚的重要门户。芒市古为“勐焕”傣族土目领地，现居住着傣族、汉族、景颇族、德昂族、阿昌族、傈僳族等多种民族，总人口394950人（2012年数据）。2011年，芒市获评为国家卫生城市。 2018年9月29日，经云南省委、省政府研究，芒市已达到贫困县退出有关指标，符合贫困县退出条件，批准退出贫困县。  2018年重新确认国家卫生城市（区）。"
"baike/R1164","德宏傣族景颇族自治州","自治州","德宏傣族景颇族自治州是云南省下属的地级行政区，位于中国云南省西部，面积1.15万平方千米，辖芒市、瑞丽市、梁河县、盈江县、陇川县，州人民政府驻芒市。东面与保山市相邻，而北、西、南三面都被缅甸包围，故这五个县级单位当地人又俗称“外五县”。“德宏”是傣语的音译，“德”为下面， 宏 为怒江，意思是：“怒江下游的地方”。2010年德宏州常住总人口121.1，有傣、景颇、汉、僳僳、阿昌、德昂等民族。1953年7月建立德宏泰族景颇族自治区，1956年改德宏傣族景颇族自治州。州人民政府驻芒市芒市镇。"
"baike/R1165","迪庆藏族自治州","自治州","迪庆藏族自治州，是云南省的8个自治州之一，首府香格里拉市。藏语意为“吉祥如意的地方”。位于云南省西北部，滇、藏、川三省区交界处，青藏高原伸延部分南北纵向排列的横断山脉，金沙江、澜沧江、怒江三江并流国家级风景名胜区腹地，澜沧江和金沙江自北向南贯穿全境，总面积23870平方千米。迪庆藏族自治州管理1个县（德钦县）、1个自治县（维西傈僳族自治县），1个县级市（香格里拉市）。境内有藏、傈僳、纳西、汉、白、回、彝、苗、普米等9个千人以上的民族和其他少数民族16种。迪庆藏族自治州香格里拉市地处青藏高原南缘，横断山脉腹地，是滇、川、藏三省区交汇处，是英国著名作家詹姆斯、希尔顿在其长篇小说《消失的地平线》中，描绘的一个远在东方群山峻岭之中的永恒和平宁静之地——“香格里拉”。"
"baike/R1166","个旧市","县级市","个旧市是中国云南省红河哈尼族彝族自治州下辖市，位于东经102°54′至103°25′、北纬23°01′至23°36′之间。“个旧”是以彝语“果作”的音译演化而来的，意即种荞子、吃荞饭的地方。个旧距省城昆明280公里，离越南200公里。全市国土面积1587平方公里，总人口45.33万人，其中城镇人口30.95万人，城市化水平达68.30%，城市建成区面积12平方公里，市区常住人口18万人。境内世居彝、壮、回、苗、傣、哈尼等少数民族共12万多人。个旧是以生产锡为主并产铅、 锌、铜等多种有色金属的冶金工业城市，是中外闻名的“锡都”。当地以产锡著名，开采锡矿的历史有约2000年，是中国最大的产锡基地，同时是世界上最早的产锡基地。个旧是全国卫生城市、全国武术之乡、全国绿化先进城市，并在云南省最先获得中国“人居环境范例奖”。2019中国西部百强县市。"
"baike/R1167","蒙自市","县级市，滇南中心城市","蒙自市是云南省红河州下辖市之一，是红河哈尼族彝族自治州首府，位于云南省东南部，是滇南中心城市核心区。蒙自市国土面积2228平方公里，其中坝区面积544.2平方公里，占总面积的24.4%，主城区面积30.8平方公里，辖区内有省级蒙自经济开发区和省级红河工业园区。2015年，蒙自市户籍总人口39.7万人，常住总人口为43.14万人。蒙自市辖7镇、2乡、2民族乡，2012年蒙自市GDP为102亿元。蒙自是云南建县最早的24个千年古县之一，清末民初曾是云南省对外贸易的最大口岸，当时云南80%以上的进出口物资通过蒙自转运。云南第一个海关、第一个电报局、第一个邮政局、第一个外国银行、第一条民营铁路、第一个外资企业、第一个驻滇领事馆、第一个火电站等诸多第一先后在这里产生。"
"baike/R1168","红河哈尼族彝族自治州","自治州","红河哈尼族彝族自治州位于中国云南省东南部，北连昆明，东接文山，西邻玉溪，南与越南社会主义共和国接壤，北回归线横贯东西。红河是云南省第四大经济体，经济总量和部分社会经济指标居全国30个少数民族自治州之首。红河州国土面积3.293万平方公里，下辖4市9县，总人口456.1万人（2012年），是一个多民族聚居的边疆少数民族自治州，有10个世居民族，有241万少数民族人口。红河州有滇南政治、经济、军事、文化中心蒙自，有世界锡都个旧，有国家历史文化名城建水；文献名邦石屏；有河口和金水河两个国家级口岸；有的锡文化、陶瓷文化和梯田文化。红河是云南经济社会和人文自然的缩影，是云南近代工业的发祥地，也是中国走向东盟的陆路通道和桥头堡。红河州被列为第二批国家新型城镇化综合试点地区。"
"baike/R1169","怒江傈僳族自治州","自治州","怒江傈僳族自治州位于云南省西北部，怒江中游，因怒江由北向南纵贯全境而得名。怒江州是中缅滇藏的结合部，有长达449.5千米的国界线。怒江州北接西藏自治区，东北临迪庆藏族自治州，东靠丽江市，西南连大理白族自治州，南接保山市，政府驻泸水市六库镇。怒江州总面积14703平方千米，人口52万，怒江州少数民族人口比例占总人口的92.2%，其中傈僳族占51.6%。辖泸水市、福贡县、贡山独龙族怒族自治县、兰坪白族普米族自治县两个县和两个少数民族自治县。怒江州是中国唯一的傈僳族自治州，其中独龙族和怒族是怒江所特有的少数民族，怒江州是中国民族族别成分最多和中国人口较少民族最多的自治州。 2018年7月11日，怒江傈僳族自治州入选第一批“非遗+扶贫”重点支持地区名单。"
"baike/R1170","宣威市","市","宣威市，地处云南省东北部，为云南省曲靖市所辖县级市。地处东经103°35′～104°40′，北纬25°53′～26°44′，东与贵州省盘州市相邻，南与本市沾益区毗邻，西隔牛栏江与会泽县相望，北与贵州威宁县接壤，距省会昆明市260公里。截至2008年，宣威市总面积6069.88平方公里。约占云南省总面积的1.58%。市区距曲靖市政府驻地102千米，距昆明204千米。旅游资源较为丰富，风景名胜主要有东山公园（省级旅游景点）、宛水公园、美奂山公园、可渡古镇、来宾龙洞、西山森林公园、大响水、榕峰日出等。特产“宣威火腿”驰名中外。2019中国西部百强县市。"
"baike/R1171","文山壮族苗族自治州","自治州","文山壮族苗族自治州是云南省下辖的民族自治州，位于中国西南边陲的云南省东南部，东与广西百色市接壤，南与越南社会主义共和国接界，西与红河哈尼族彝族自治州毗邻，北与曲靖市相连。文山州早在5万年前就有人类在此生息繁衍，公元前111年，汉武帝就在这里设州置郡；明、清设广南府和开化府。截至2017年，文山州辖文山市、砚山县、西畴县、麻栗坡县、马关县、丘北县、广南县、富宁县7个县，州府所在地文山市。2018年12月13日，文山州入选中国特色农产品优势区名单。"
"baike/R1172","景洪市","市","景洪市，隶属于云南省西双版纳傣族自治州，地处云南省南端，西双版纳傣族自治州中部，景洪北接普洱市，东北接普洱市江城县，东接西双版纳傣族自治州勐腊县，西接西双版纳傣族自治州勐海县，南与缅甸国接壤，国境线长112.39公里，是西双版纳傣族自治州的政治、经济、文化中心总面积6958平方公里。为中国优秀旅游城市、国家园林城市。景洪市辖1个街道、5个镇、5个乡。景洪市属亚热带季风气候，境内森林覆盖率为84.46%，城市绿地覆盖率为46.65%。素有“东方多瑙河”之称的澜沧江—湄公河纵贯全境，是中国进入东南亚各国和对外交流的一座重要港口城市。云南省政府把景洪市定为参与中、泰、缅、老澜沧江—湄公河次区域国际合作经济区计划的中心城市。2010年，景洪市生产总值为88.12亿元，比2009年增长14.5%。2019中国西部百强县市。2019年11月15日，被授予“国家森林城市”称号。"
"baike/R1173","西双版纳傣族自治州","自治州","西双版纳傣族自治州，是云南省下辖的一个自治州、地级行政区，位于中华人民共和国云南省最南端，地处北纬约21°10’，东经99°55’至101°50’之间，属北回归线以南的热带湿润区，东西面与江城县、普洱市相连；西北面与澜沧县为邻，东南部、南部和西南部分别与老挝、缅甸山水相连，邻近泰国和越南，边界线长达966.3公里，约等于云南省边境线总长的1/4，面积19582.45平方公里。西双版纳地处热带北部边缘，属热带季雨林气候。截至2017年，西双版纳辖1个县级市、2个县，2017年，西双版纳常住总人口118.0万人，其中少数民族人口77.87万人，傣族是主体民族，世居着13种民族。2017年，西双版纳生产总值393.8437亿元，城镇常住居民人均可支配收入27201元，农村常住居民人均可支配收入12043元。西双版纳有中国“唯一”的热带雨林自然保护区，是国家级生态示范区、国家级风景名胜区、联合国生物多样性保护圈成员，植物种类占全国的1/6，动物种类占全国的1/4，森林覆盖率80.8%，是中国第二大天然橡胶生产基地，大叶种茶的原生地、普洱茶的故乡，建有1个5A级景区，9个4A级景区，西双版纳以神奇的热带雨林自然景观和少数民族风情而闻名于世，是中国的热点旅游城市之一。"
"baike/R1174","海宁市","市","海宁市位于中国长江三角洲南翼、浙江省北部，东邻海盐县，南濒钱塘江，与绍兴上虞市、杭州萧山区隔江相望，西接杭州余杭区、江干区下沙，北连桐乡市、嘉兴秀洲区。东距上海100公里，西接杭州，南濒钱塘江。1986年撤县设市。海宁市是王国维、徐志摩、金庸、蒋百里等名人的故乡。气候四季分明，是典型的江南水乡，素有“鱼米之乡、丝绸之府、才子之乡、文化之邦、皮革之都”的美誉。是全国的皮革、经编、家纺、太阳能、集成灶产业的基地之一。"
"baike/R1175","平湖市","市","平湖市，隶属于浙江省嘉兴市，地理坐标介于北纬30°35′—52′和东经120°57′—121°16′之间。陆域面积537平方公里，海域面积1086平方公里，海岸线长27公里；耕地面积47万亩。2015年，常住人口68.38万人。平湖属江南古陆外缘杭州湾凹陷为一冲积平原。境内地势平坦，平均海拔2.8米，除东南沿海有呈带状分布的20座低丘和11座岛礁共4.89平方公里外，余为大片平原。2018年10月，平湖入选2018年全国绿色发展百强县市、全国科技创新百强县市、全国新型城镇化质量百强县市 。2018年11月，入选2018年工业百强县（市），入选中国县级市全面小康指数前100名。2018年12月，入选全国县域经济综合竞争力100强、投资潜力100强。2019年以来，先后入选2019年度全国综合实力百强县市。入选2019年度全国新型城镇化质量百强县市、2019全国营商环境百强县、2019年全国投资潜力十强县（市）。2019年12月19日，平湖市入选国家城乡融合发展试验区。2019年12月31日，入选全国农村创新创业典型县。"
"baike/R1176","兰溪市","市","兰溪市位于浙江省中西部，地处钱塘江中游，金衢盆地北缘，地理坐标为北纬2 9°1 20 —2 9°27 30 ，东经119°13 30 —119°53 50 ，东西长67.5公里，南北宽38.5公里，距金华市区20.5公里，杭州132公里，总面积1313平方公里，2013年末户籍总人口66.67万人。光绪《兰溪县志》开宗明义载，“邑虽褊小而实当四冲。踞杭严之上游，职衢婺之门钥，南蔽瓯括，北捍徽歙。定职方者，谓为浙东之要区，洵不诬也。”婺、衢两江在兰阴山麓汇成兰江，北行至梅城汇新安江而称富春江，继续北行，至富阳以下，称钱塘江。兰溪自古有“三江之汇”，“六水之腰”，“七省通衢”之称。市境东南邻金华市金东区、婺城区，西南接龙游县，西北毗连建德市，东北与浦江县、义乌市交界。兰溪市内水系属钱塘江水系，主要有三江（衢江、金华江、兰江）五溪（梅溪、甘溪、赤溪、游埠溪、马达溪）组成。市树市花分别为樟树和兰花。"
"baike/R1177","义乌市","市","义乌市，隶属于浙江省金华市，古称“乌伤”，金华-义乌（浙中）和杭州（浙北）、宁波（浙东）、温州（浙南）并列浙江四大区域中心城市；位于浙江省中部，地处金衢盆地东部，市境东、南、北三面群山环抱，南北长58.15公里，东西宽44.41公里，面积1105.46平方公里。截至2018年，义乌市户籍人口81.8362万人，实现地区生产总值1248.1亿元。先后出了“初唐四杰”之一骆宾王、宋代名将宗泽、金元四大名医之一朱丹溪及现代教育家陈望道、文艺理论家冯雪峰、历史学家吴晗等历史名人。义乌是中国首个也是唯一一个在县级市国家级综合改革试点，先后被授予中国国家卫生城市、国家环保模范城市、中国优秀旅游城市、国家园林城市、国家森林城市和浙江省文明示范市等荣誉称号。义乌国际商贸城被中国国家旅游局授予中国首个AAAA级购物旅游区。义乌是中国大陆六大强县（市）之一，人均收入水平、豪车密度在中国大陆居首位，是中国最富裕的地区之一，在福布斯发布2013中国最富有10个县级市排名第一。 义乌是全球最大的小商品集散中心，被联合国、世界银行等国际权威机构确定为世界第一大市场。义乌被列为第一批国家新型城镇化综合试点地区。2019全国营商环境百强县、2019年全国综合经济竞争力第六名。"
"baike/R1178","永康市","市","永康，古称丽州，浙江省金华市代管县级市，位于浙江省中部的低山丘陵地区。市人民政府驻东城街道金城路15号。 相传，三国吴赤乌八年（公元245年）孙权之母因病到此进香，祈求“永保安康”。吴国太病愈，孙权大喜，遂赐名为“永康”，并单立为县。唐朝时曾擢升为州。1992年经国务院批准，撤县设市。辖10镇、4街道和1个经济开发区。 2017年6月，永康市被命名国家卫生城市。"
"baike/R1179","慈溪市","市","慈溪（Cixi），因治南有溪，东汉董黯“母慈子孝”而得名，地处东海之滨，杭州湾南岸。东离宁波60公里，北距上海148公里，西至杭州138公里，是长江三角洲南翼环杭州湾地区沪、杭、甬三大都市经济金三角的中心。慈溪蕴藏着丰富的海涂资源，围垦开发的海涂10余万亩，是浙江省土地后备资源最富足的地区。慈溪拥有悠久的青瓷文化，号称“海上陶瓷之路”发祥地，“南青北白”奠定中国陶瓷格局。慈溪也被称为“家电之都”，与青岛、顺德并称中国三大家电生产基地。慈溪文化属于吴越文化，慈溪人属江浙民系，使用吴语。慈溪是长三角地区大上海经济圈南翼重要的工商名城，也是中国国务院批准的沿海经济开放区。2008年杭州湾跨海大桥的通车更是拉近了与上海的距离，一跃成为长三角南翼黄金节点城市。浙江省园林城市、文明城市、中国最具幸福感城市、中国大陆创新能力最强的县级城市、中国县域经济信息化试点县（市）、中国最具投资价值小城市、福布斯中国大陆最佳县级城市，福布斯中国十大最富有县级市之一。2015年4月，慈溪入选国家中小城市综合改革试点地区。2017年6月，慈溪市被命名国家卫生城市。全国中小城市综合实力百强县市（全国综合实力百强县市）2017年第五名、2018年第六名。2018年，入选2018年度全国投资潜力百强县市、绿色发展百强县市、科技创新百强县市、全国新型城镇化质量百强县市，2018中国最佳县级城市第7名，中国创新力最强的30个城市之一。"
"baike/R1180","余姚市","市","余姚市，浙江省辖县级市，由宁波市代管，位于中国浙江省宁绍平原。地处长江三角洲南翼，东与宁波市江北区、海曙区相邻，南枕四明山，与奉化、嵊州接壤，西连绍兴市上虞区，北毗慈溪市，西北于钱塘江、杭州湾中心线与海盐县交界。余姚自古人杰地灵，是姚江学派的发祥地，也是虞世南、王守仁、黄宗羲、蒋梦麟、余秋雨、沈君山等人的故乡。余姚文化属吴越文化，余姚人属江浙民系，使用吴语。余姚河姆渡遗址是国家级文物保护单位。2017年6月，余姚市被命名国家卫生城市。2017年11月，获评全国文明城市。 2018年10月，入选2018年全国绿色发展百强县市、科技创新百强县市、全国新型城镇化质量百强县市。2018年11月，入选2018全国“幸福百县榜”。2018年10月22日，入选2018年全国农村一二三产业融合发展先导区创建名单。2018年11月，入选中国工业百强县（市），入选中国县级市全面小康指数前100名。2018年12月，入选全国县域经济综合竞争力100强、投资潜力100强，2018中国大陆最佳商业城市100强、中国最佳县级城市30强。 2018年12月，农业农村部确定为第二批中国特色农产品优势区。2019年10月8日，入选2019年度全国综合实力百强县市。入选2019年度全国新型城镇化质量百强县市。2019全国营商环境百强县。"
"baike/R1181","嵊州市","市","嵊州市，隶属于浙江省绍兴市，地处浙江省东部，北靠杭州市，东邻宁波市，属长江三角洲经济区，总面积1789平方公里，户籍总人口为72.87万，流动人口8.6万。下辖10个镇1个乡4个街道。嵊州，秦汉时已建县称“剡”，至今已有2100多年，北宋始名嵊县，1995年撤县设嵊州市。是任光、马寅初、袁雪芬、马晓春等现代文化名人的故乡。 还是越剧的发源地。嵊州市四面环山、五江汇聚，中为盆地，地貌呈现“七山一水二分田”的特点，气候宜人，森林覆盖率达到67.2%，素有“东南山水越为最、越地风光剡领先”的美誉。嵊州属浙江省“一小时经济圈”，位于杭州、宁波、温州、金义四大都市圈的十字交叉点上，是义甬舟开放大通道的中心节点城市，上虞－三门高速公路、宁波－金华高速公路在此交汇，2017年，嵊州市地区生产总值532.16亿元，按可比价计算，同比增长7.8%，超绍兴市平均水平0.7个百分点，全市人均生产总值72971元，同比增长7.9%，按年平均汇率（6.75元）折算，人均生产总值10808美元。一、二、三产业结构比为7.349.842.9，贡献率为1.9%、51.4%、46.6%，三次产业分别拉动经济增长0.1、4.0和3.6个百分点。2017年6月，嵊州市被命名国家卫生城市。2018年11月，入选中国城市全面小康指数前100名。2018年12月，入选全国县域经济综合竞争力100强、投资潜力100强。2019年1月9日，凭借越剧入选2018—2020年度“中国民间文化艺术之乡”名单。2019全国营商环境百强县。"
"baike/R1182","诸暨市","市","诸暨市，浙江省辖县级市，由绍兴市代管。位于浙江省中部偏东北、绍兴市西南部，系浙东南和浙西北丘陵的交接地带，四周群山环抱，间有北向开口通道式盆地。东邻嵊州市，南交金华市东阳市、义乌市、浦江县，西靠杭州市桐庐县、富阳区，北接柯桥区、杭州市萧山区。全市陆域面积2311.26平方千米，2019年6月行政区划调整后，诸暨市辖5个街道、17个镇和1个乡。2018年末，常住人口118.70万，户籍人口108.54万。初步核算，2018年，全市实现地区生产总值1225.25亿元，按可比价格计算增长 6.7%，按户籍人口计算，人均生产总值112880 元。全年实现财政总收入137.80 亿元。诸暨市历史悠久、人文荟萃，是越国故地、西施故里、越王勾践图谋复国之所。秦王政二十五年，设诸暨县，属会稽郡。诸暨是於越文化的发祥地。中国百强县市，浙江省首批科技强市，浙江省首批教育强市。有国家级风景名胜区浣江五泄风景名胜区，是中国优秀旅游城市。2019年以来，先后被评为2019年度全国综合实力百强县市、2019年度全国绿色发展百强县市、全国新型城镇化质量百强县市、2019年全国营商环境百强县。"
"baike/R1183","临海市","市","临海，简称“临”，浙江省台州市代管县级市，位于浙江沿海中部，长三角经济圈南翼，东连东海、西接仙居、南连黄岩、北靠天台，台州地区经济、文化、交通中心，台州副中心城市，一座融千年古城深厚底蕴、江南名城秀丽山水、现代城市繁荣昌盛为一体的古城新市。临海是国家历史文化名城，唐以后一直是台州府治，台州府在南宋时为畿辅，临海作为其治所，在各方面均有较大提升。拥有着众多的文物古迹，素有“小邹鲁”和“文化之邦”的美誉，形成了名城、名人、名迹、名特“四名”之城。宋代时曾被文天祥赞曰：“海山仙子国，邂逅寄孤蓬，万象图画里，千岩玉界中。”临海话是吴语台州片的代表方言，保留较多古汉语发音、文言词语和句式。临海是中国优秀旅游城市、国家园林城市，也是全国首个获得“中国宜居城市”称号的县级市。临海为中国沿海首批开放城市之一，私营经济发展快速，活力四射，是中国股份合作制经济发祥地之一，在这里诞生了中国第一家股份合作制企业。2018年12月，入选全国县域经济综合竞争力100强、投资潜力100强。2019年11月，入选“2019中国县级市全面小康指数前100名”。"
"baike/R1184","温岭市","市","温岭市是浙江省台州市所辖县级市，中国大陆新千年、新世纪第一缕曙光首照地，地处浙江东南沿海，长三角地区的南翼，三面临海 ，东濒东海，南连玉环，西邻乐清及乐清湾，北接台州市区，地理坐标东经121°09′50″~121°44′0″，北纬28°12′45″~28°32′02″，是一座滨海城市。温岭全市陆域面积926平方公里，海域面积1079平方公里，大小岛屿170个，海岸线长317公里；下辖5个街道11个镇，97个社区（居）委会，830个行政村。2017年，温岭市户籍总人口1220090人。温岭先后获得“全国农村综合实力百强县（市）”、“中国明星县（市）”、“全国农民收入先进县市”、“国家级可持续发展实验区”和“国家级生态示范区”等称号。2019年12月，成为全国乡村治理体系建设试点单位。2020年3月4日，被工业和信息化部评定为国家新型工业化产业示范基地。"
"baike/R1185","乐清市","市","乐清市，是中国浙江省辖县级市，由地级温州市代管。全市陆域面积1286.90平方千米，海域面积约270平方千米。地处浙南丘陵地区沿海小平原，东临乐清湾与台州为邻，南濒瓯江和温州市区相望，地理坐标为北纬28°07′、东经120°57′。乐清市经济发达，是中国市场经济发育最早、经济发展最具活力的地区之一。南部柳市地区是中国著名的低压电器之都，温台模式的发源地。北部雁荡山是中国十大名山之一，号称东南第一山，为国家首批5A级旅游景区，获“世界地质公园”称号。2017年6月，乐清市被命名国家卫生城市。国家知识产权强县工程示范县（区）。2018年12月，入选全国县域经济综合竞争力100强、投资潜力100强，2018中国大陆最佳商业城市100强、中国最佳县级城市30强。2019年10月8日，被评为2019年度全国综合实力百强县市。入选2019年度全国新型城镇化质量百强县市。2019全国营商环境百强县。第二批节水型社会建设达标县（区）。全国农民合作社质量提升整县推进试点单位。"
"baike/R1186","新型冠状病毒","医学","新型冠状病毒（COVID-19），因2019年武汉病毒性肺炎病例而被发现，2020年1月12日被世界卫生组织命名。冠状病毒是一个大型病毒家族，已知可引起感冒以及中东呼吸综合征（MERS）和严重急性呼吸综合征（SARS）等较严重疾病。新型冠状病毒是以前从未在人体中发现的冠状病毒新毒株。2019年12月以来，湖北省武汉市持续开展流感及相关疾病监测，发现多起病毒性肺炎病例，均诊断为病毒性肺炎/肺部感染。人感染了冠状病毒后常见体征有呼吸道症状、发热、咳嗽、气促和呼吸困难等。在较严重病例中，感染可导致肺炎、严重急性呼吸综合征、肾衰竭，甚至死亡。目前对于新型冠状病毒所致疾病没有特异治疗方法。但许多症状是可以处理的，因此需根据患者临床情况进行治疗。此外，对感染者的辅助护理可能非常有效。"
"baike/R1187","脑溢血","医学","脑出血（cerebral hemorrhage）是指非外伤性脑实质内血管破裂引起的出血，占全部脑卒中的20%～30%，急性期病死率为30%～40%。发生的原因主要与脑血管的病变有关，即与高血脂、糖尿病、高血压、血管的老化、吸烟等密切相关。脑出血的患者往往由于情绪激动、费劲用力时突然发病，早期死亡率很高，幸存者中多数留有不同程度的运动障碍、认知障碍、言语吞咽障碍等后遗症。"
"baike/R1190","埃博拉出血热","医学","埃博拉出血热（EBHF）是由一种丝状病毒感染导致的急性出血性、动物源性传染病。1976年，埃博拉出血热在非洲的苏丹和扎伊尔暴发，病死率高达50%～90%。因该病始发于扎伊尔北部的埃博拉河流，并在该区域严重流行，故命名为埃博拉病毒，其形态学、致病性等与马尔堡病毒相似，但免疫原性有所区别。"
"baike/R1191","禽病学","医学","《禽病学》初版于1943年，其早期版本是为美国兽医师而写，但经历了许多年之后，其作者扩大到世界许多国家、许多领域的专家，从而使得本书无论从理论上看，还是从实际生产中看，都确确实实地成了国际专著。本书由第10版的37章变为34章，这是因为本版书将第10版的不同章节做了整合。这些整合反映了近几年来某些疾病变得更加重要，或者更加有经济意义，或者是这些疾病与其他疾病更加相关。"
"baike/R1192","病毒学家","医学","病毒学是以病毒作为研究对象，通过病毒学与分子生物学之间的相互渗透与融合而形成的一门新兴学科。具体来讲，它是一门在充分了解病毒的一般形态和结构特征基础上，研究病毒基因组的结构与功能，探寻病毒基因组复制、基因表达及其调控机制，从而揭示病毒感染、致病的分子本质，为病毒基因工程疫苗和抗病毒药物的研制以及病毒病的诊断、预防和治疗提供理论基础及其依据的科学。病毒学家是致力于病毒学研究的科学家。 瑞典病理学家Folke Henschen说过：“人类的历史即其疾病的历史”；疾病或传染病大流行伴随着人类文明进程而来，并对人类文明产生深刻和全面的影响。已控制的许多传染病卷土重来。一系列新传染病相继被发现，已使人们认识到，尽管已经处于上风，但人类同传染病的斗争将永无止境。这样一群科学家在引领着人们与病毒斗争着。"
"baike/R1193","田波","人物","田波（1931年12月25日—2019年12月15日），教授，研究员、中国科学院院士，全国政协委员；生于山东桓台县；1954年毕业于北京农业大学。1983年他在国际上首先应用病毒卫星RNA作为生防制剂防治植物病毒病获得成功——此项生物技术曾转让给日本公司；曾获中国科学院自然科学和科技进步奖五次，国家自然科学与科技进步奖两次，省部级科学与技术进步奖三次。1999年获何梁何利科学与技术进步奖。他被推荐为美国病毒学会高级会员，印度病毒学会终身会员，国际类病毒工作委员会委员，被亚太生物技术双周刊（Asia-Pacific Biotech News）遴选为亚裔著名科学家。2019年12月15日，田波因病医治无效，在京逝世，享年88岁。"
"baike/R1194","树兰医学奖","医学","树兰医学奖是由树森·兰娟院士人才基金理事会设立的奖项，致力于中国医学人才培育，以发展教育、扶植新秀、奖掖群贤为宗旨，重点对在医学领域取得突破性创新成果的中国国籍（含港、澳、台地区）杰出科技人才进行奖励，培育国际一流的医学科学家，从而进一步推动中国医学科学的发展。2014年浙江大学教育基金会树森·兰娟院士人才基金理事会设立了树兰医学奖。2015年1月18日第一届树兰医学奖颁发。据2019年3月树森兰娟院士人才基金官网显示，树兰医学奖设有医学奖、青年奖，每年评选一次。截至2018年12月，树兰医学奖共组织5次评奖，共有57人获得该奖，其中医学奖10人、青年奖47人。"
"baike/R1195","过劳死","医学","“过劳死”是指在非生理的劳动过程中，劳动者的正常工作规律和生活规律遭到破坏，体内疲劳蓄积并向过劳状态转移，使血压升高、动脉硬化加剧，进而出现致命的状态。2011年“过劳死”已经威胁到一线职工并向白领阶层蔓延。2011年3月台湾修“劳动基准法”，大幅提高雇主违反该法罚则的力度，防止员工“过劳死”。2012年10月一份报告显示每年过劳死的人数到达60万，过劳死尤其是青壮年过劳死现象再次称为人们关注的焦点。"
"baike/R1196","心梗","医学","急性心肌梗死是冠状动脉急性、持续性缺血缺氧所引起的心肌坏死。临床上多有剧烈而持久的胸骨后疼痛，休息及硝酸酯类药物不能完全缓解，伴有血清心肌酶活性增高及进行性心电图变化，可并发心律失常、休克或心力衰竭，常可危及生命。本病在欧美最常见，美国每年约有150万人发生心肌梗死。中国近年来呈明显上升趋势，每年新发至少50万，现患至少200万。"
"baike/R1197","心源性猝死","医学","心源性猝死是指由于心脏病发作而导致的出乎意料的突然死亡。世界卫生组织规定，发病后6小时内死亡者为猝死，多数作者主张定为1小时，但也有人将发病后24小时内死亡者也归入猝死之列。各种心脏病都可导致猝死，但心脏病的猝死中一半以上为冠心病所引起。"
"baike/R1199","连花清瘟胶囊","医学","连花清瘟胶囊，清瘟解毒，宣肺泄热。用于治疗流行性感冒属热毒袭肺证，症见：发热或高热，恶寒，肌肉酸痛，鼻塞流涕，咳嗽，头痛，咽干咽痛，舌偏红，苔黄或黄腻等。2020年2月，连花清瘟胶囊（颗粒）列入国家卫生健康委《新型冠状病毒肺炎诊疗方案（试行第六版）》。"
